slope,manning_n,score,wse_rmse_m,wse_bias_m,velocity_rmse_ms,velocity_bias_ms,n_wse,n_velocity
3e-05,0.04,0.6667209850526354,0.5933117255664307,0.19938736045505398,0.07340925948620472,-0.024034984377132064,4715,4
0.00010259855680060184,0.07500000000000001,0.6698200674383418,0.5958888248723075,0.2146122372074948,0.0739312425660342,-0.025579193617316254,4715,4
0.00013120344887319337,0.08499999999999999,0.6704591761158543,0.5964423998126346,0.21671557837815233,0.07401677630321964,-0.025826778315003004,4715,4
3e-05,0.030000000000000002,0.6704959809264173,0.6004568381436799,-0.06477516897515921,0.07003914278273736,0.010897992293642696,4715,4
0.00021456221805898323,0.08,0.6711741016320558,0.6010746592694853,-0.06721552004915513,0.07009944236257046,0.011280453164776563,4715,4
0.0002743830311563958,0.09,0.6724252925688549,0.6022109366421471,-0.0716082950408353,0.07021435592670777,0.011972598141310742,4715,4
0.00010259855680060184,0.055,0.6725787803201156,0.6023500623500697,-0.07213820690841144,0.07022871797004589,0.012056384554228701,4715,4
0.00016778350040221708,0.07,0.673772972130457,0.6034315753355394,-0.07617514334602862,0.07034139679491759,0.01269508139344104,4715,4
6.273837315547647e-05,0.060000000000000005,0.6768999995477227,0.6020568427891745,0.23654066301497018,0.0748431567585483,-0.02812463734178343,4715,4
0.00013120344887319337,0.060000000000000005,0.68158787627649,0.6103594328297983,-0.10519589989732413,0.0712284434466916,0.016923347365998646,4715,4
8.02300850165915e-05,0.07,0.6881777675753311,0.6119951954286038,0.26704513837593885,0.07618257214672727,-0.03154567846469652,4715,4
0.0002743830311563958,0.08499999999999999,0.6885500049217379,0.6165932357145772,-0.12260743747337771,0.07195676920716071,0.019758307265359966,4715,4
0.00021456221805898323,0.07500000000000001,0.6893413868524056,0.6172999778171785,-0.12446754783239777,0.07204140903522711,0.020063503053021882,4715,4
4.906019313555284e-05,0.055,0.6900110818903654,0.6136143987599465,0.2717301510962461,0.0763966831304189,-0.032061077844821616,4715,4
0.00013120344887319337,0.09,0.6902548559399712,0.6138298699074017,0.2723466230234541,0.0764249860325694,-0.0321286844043752,4715,4
0.00010259855680060184,0.08,0.6922979079587755,0.6156372821041747,0.2774562734108629,0.07666062585460087,-0.032687290475112415,4715,4
6.273837315547647e-05,0.04,0.6955128461347531,0.622910832280875,-0.13654590512282888,0.07260201385387814,0.02198624183089199,4715,4
8.02300850165915e-05,0.045,0.6972921007014923,0.624466219422361,-0.1407980436086443,0.07282588127913121,0.02271236488248045,4715,4
0.00016778350040221708,0.065,0.6976960816093176,0.6248189207206917,-0.14175149885722854,0.0728771608886259,0.02287574588902936,4715,4
4.906019313555284e-05,0.035,0.6991767677658256,0.626110195626601,-0.14521119799276114,0.07306657213922468,0.023470319136048537,4715,4
